text,clean_double_ws,text_en,scores,compound,comp_scores
batui diserang wabah serangga berbau menyengat. harap pakai masker kaca mata dan penutup telinga saat keluar rumah.,batui diserang wabah serangga berbau menyengat. harap pakai masker kaca mata dan penutup telinga saat keluar rumah.,Batui was attacked by an outbreak of strong-smelling insects. Please wear an eye mask and earplugs when leaving the house.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Siniko ku gerek ko haha @nartss: Bunuhma kodong-____- @Firdhaamanda: Wee ipa mu juga krna buku tulis di kmpul @nartss: Ih mau di batui i,Siniko ku gerek ko haha @nartss: Bunuhma kodong-____- @Firdhaamanda: Wee ipa mu juga krna buku tulis di kmpul @nartss: Ih mau di batui i,My siniko is annoying haha ​​@nartss: Kill me kodong-____- @Firdhaamanda: Wee your ipa is also because of the writing book in the kmpul @nartss: Ih I want to be stoned,"{'neg': 0.0, 'neu': 0.88, 'pos': 0.12, 'compound': 0.4588}",0.4588,positif
Wee ipa mu juga krna buku tulis di kmpul @nartss: Ih mau di batui itu monyet @Firdhaamanda: Ndatauu nda cukup ki bdek nilai mu @nartss:,Wee ipa mu juga krna buku tulis di kmpul @nartss: Ih mau di batui itu monyet @Firdhaamanda: Ndatauu nda cukup ki bdek nilai mu @nartss:,Wee ipa you also because of the writing book in the campus @nartss: I want to be stoned by a monkey @Firdhaamanda: Ndatauu nda enough ki bdek your grades @nartss:,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Itu tetangga di sebelah mabukmi sede teriak2 d jalan kapan tong ada batui =)),Itu tetangga di sebelah mabukmi sede teriak2 d jalan kapan tong ada batui =)),That's the neighbor next door who just screams on the street when there are stones =)),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Io masi laku d batui itu @irandaaisyiah1: Ng mo byr dn daun klapa ? -_- yah so tlku skrg daun klapa :p @Kibon_7788: Maksut ny daun kalapa,Io masi laku d batui itu @irandaaisyiah1: Ng mo byr dn daun klapa ? -_- yah so tlku skrg daun klapa :p @Kibon_7788: Maksut ny daun kalapa,Io still sells on that stone @irandaaisyiah1: Ng mo byr dn klapa leaves? -_- yeah so let's talk now about kalapa leaves :p @Kibon_7788: I mean kalapa leaves,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.34}",0.34,positif
Jaringan kalau malam bagus yaaa :3 iya Bagus di batui !,Jaringan kalau malam bagus yaaa :3 iya Bagus di batui !,The network at night is good huh :3 yes It's good to rock!,"{'neg': 0.0, 'neu': 0.715, 'pos': 0.285, 'compound': 0.5562}",0.5562,positif
Kita ke jakarta jelas kita pake gue dan Loe kalo drng so di batui jelas Pake sa den nga #iniusobukanjakarta,Kita ke jakarta jelas kita pake gue dan Loe kalo drng so di batui jelas Pake sa den nga #iniusobukanjakarta,"When we go to Jakarta, obviously we use me and Loe, if we go from here, we obviously use sa den nga #iniusobukanjakarta","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Huuuu z kira dislakan.. Knp ng p pin so teada sm z..?? @BudiThirayoo: @OctafanyMusa skg di batui.... ada apa mbak? ,Huuuu z kira dislakan.. Knp ng p pin so teada sm z..?? @BudiThirayoo: @OctafanyMusa skg di batui.... ada apa mbak?,Huuuu z thought it was left on.. Why is the p pin so there is no z..?? @BudiThirayoo: @OctafanyMusa is now in Batui.... what's wrong sis?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Demo lgi di batui_______??,Demo lgi di batui_______??,Another demonstration being stoned_______??,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
6. Dgn wil. kekuasaan Banggai Darat hingga ke Tanjung Api Sungai Bangka dan Togong Sagu yang terletak di sebelah Selatan Kecamatan Batui.,6. Dgn wil. kekuasaan Banggai Darat hingga ke Tanjung Api Sungai Bangka dan Togong Sagu yang terletak di sebelah Selatan Kecamatan Batui.,"6. With will. Banggai Darat's power extends to Tanjung Api, Bangka River and Togong Sagu, which is located in the south of Batui District.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Kepala batui bde pacarna yayan-_-hoammmta pacar-______-,Kepala batui bde pacarna yayan-_-hoammmta pacar-______-,Head batui bde boyfriendna yayan-_-hoammmta girlfriend-______-,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Soryy. @RizkyStarr: @tridiny @taciitaci eyqe sj yg meluncur di batui. ,Soryy. @RizkyStarr: @tridiny @taciitaci eyqe sj yg meluncur di batui.,Sorry. @RizkyStarr: @tridiny @taciitaci eyqe sj who slid in Batui.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Drumahnya siapa ? @RizkyStarr: @taciitaci Mangooo betuul anak palu. Di batui jo dn qt! ,Drumahnya siapa ? @RizkyStarr: @taciitaci Mangooo betuul anak palu. Di batui jo dn qt!,Whose house is it in? @RizkyStarr: @taciitaci Mangooo really is a hammer kid. Batui jo dn qt!,"{'neg': 0.0, 'neu': 0.795, 'pos': 0.205, 'compound': 0.4753}",0.4753,positif
Enak mungkin klo Batui Orang Truss Kabur. Haha XD,Enak mungkin klo Batui Orang Truss Kabur. Haha XD,Maybe it would be nice if the Truss People ran away. Haha XD,"{'neg': 0.0, 'neu': 0.482, 'pos': 0.518, 'compound': 0.8192}",0.8192,positif
Addduh PLN Tidak Mengerti Kalo Orang Masak Ayam ! Cilaka | Seluruh SulSel Mati Lampu ! Batui PLN =)) Paccei SYL,Addduh PLN Tidak Mengerti Kalo Orang Masak Ayam ! Cilaka | Seluruh SulSel Mati Lampu ! Batui PLN =)) Paccei SYL,Addduh PLN Doesn't Understand When People Cook Chicken! Cilaka | All of South Sulawesi has blackout! Batui PLN =)) Paccei SYL,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Pengennya sih batui itu guru ,Pengennya sih batui itu guru,I really want to hit the teacher,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Sinimii yah :-p @Yeenong: @khypoy batui mi itu kau :p ,Sinimii yah :-p @Yeenong: @khypoy batui mi itu kau :p,Sinimii yah :-p @Yeenong: @khypoy batui mi that's you :p,"{'neg': 0.0, 'neu': 0.62, 'pos': 0.38, 'compound': 0.5994}",0.5994,positif
Siapa sini saya batui haha @Yeenong: @khypoy ada something yang membuat aku jengkel ,Siapa sini saya batui haha @Yeenong: @khypoy ada something yang membuat aku jengkel,"Who's here, I'm rocking haha ​​@Yeenong: @khypoy there's something that's annoying me","{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.4588}",0.4588,positif
Awaaasss beb e klau tdk jujur sma z tau to yg z blng kmrin ingat ituuu..@hz_iqbal: Jujr beb d rumah in ntn bola hujan batui.T kmna beb syg,Awaaasss beb e klau tdk jujur sma z tau to yg z blng kmrin ingat ituuu..@hz_iqbal: Jujr beb d rumah in ntn bola hujan batui.T kmna beb syg,"Awaaasss beb e if you're not honest, you know what z isn't, you'll remember that..@hz_iqbal: Be honest at home waiting for the ball to rain stones.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Jujur beb d rumah in ntn bola hujan batui. T kmna beb syg @NandaUkhuah: Oh iye beb beb di mna.?jujur e jujurrrr @hz_iqbal:,Jujur beb d rumah in ntn bola hujan batui. T kmna beb syg @NandaUkhuah: Oh iye beb beb di mna.?jujur e jujurrrr @hz_iqbal:,"Honestly, at home, I'm waiting for a ball of rain. T where are you, darling @NandaUkhuah: Oh yeah, where are you? Honest and honest @hz_iqbal:","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Hari mnggu z brngkat sda di grontalo nga.? @Rian_LupU: hahaha... kpn kah nga brgkt k mksr.?? z kra msh d batui @NandaUkhuah,Hari mnggu z brngkat sda di grontalo nga.? @Rian_LupU: hahaha... kpn kah nga brgkt k mksr.?? z kra msh d batui @NandaUkhuah,Is it Sunday that I'm leaving for Grontalo? @Rian_LupU: hahaha... when do you not go to bed?? z kra still d batui @NandaUkhuah,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Otw.... Jalan2 luwuk batui,Otw.... Jalan2 luwuk batui,Otw.... Jalan Luwuk Batui,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Klau gni ngk jdi rencna buat SMA di Batui... #tonjoktonjokpohonkelapa,Klau gni ngk jdi rencna buat SMA di Batui... #tonjoktonjokpohonkelapa,If this isn't a plan for a high school in Batui... #tonjoktonjokcoconut tree,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Kangen kampung halaman #Batui klau gini ak SMAnya di snah aj deh..... Wkwkwkwkwk :3,Kangen kampung halaman #Batui klau gini ak SMAnya di snah aj deh..... Wkwkwkwkwk :3,"I miss my hometown #Batui. If this is the case, my kid will go to high school right there..... Wkwkwkwkwk :3","{'neg': 0.0, 'neu': 0.798, 'pos': 0.202, 'compound': 0.5106}",0.5106,positif
Iye amin @IndhyNindhy: Amin @ekaviaa: Iye semoga cepat luluh @IndhyNindhy: Iya kamu juga manna mao batui haha @ekaviaa: Syalalaaa sem,Iye amin @IndhyNindhy: Amin @ekaviaa: Iye semoga cepat luluh @IndhyNindhy: Iya kamu juga manna mao batui haha @ekaviaa: Syalalaaa sem,Yes amen @IndhyNindhy: Amen @ekaviaa: Yes I hope it melts quickly @IndhyNindhy: Yes you too are manna mao batui haha ​​@ekaviaa: Syalalaaa sem,"{'neg': 0.0, 'neu': 0.864, 'pos': 0.136, 'compound': 0.4588}",0.4588,positif
Iye semoga cepat luluh @IndhyNindhy: Iya kamu juga manna mao batui haha @ekaviaa: Syalalaaa semnagatna deh @IndhyNindhy: Amin yaAllah,Iye semoga cepat luluh @IndhyNindhy: Iya kamu juga manna mao batui haha @ekaviaa: Syalalaaa semnagatna deh @IndhyNindhy: Amin yaAllah,"Yes, hopefully it will melt quickly @IndhyNindhy: Yes, you are also manna mao batui haha ​​@ekaviaa: Syalalaaa good luck @IndhyNindhy: Amen yaAllah","{'neg': 0.0, 'neu': 0.857, 'pos': 0.143, 'compound': 0.4588}",0.4588,positif
Otw batui \m/,Otw batui \m/,Oh rock \m/,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Maaf lahir batin cewek-cewek cetar membahenol @dwitajima @dinaparadilla. Openhouse di batui kmri kamu :'D:*{},Maaf lahir batin cewek-cewek cetar membahenol @dwitajima @dinaparadilla. Openhouse di batui kmri kamu :'D:*{},Sorry for the inner and outer girls who are bright and voluptuous @dwitajima @dinaparadilla. Openhouse in Batui kmri you :'D:*{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Dia ka pagimana sa ka batui.. Ckckckckck,Dia ka pagimana sa ka batui.. Ckckckckck,"He's in the morning, how come he's stoned... Ckckckckck","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
OTW BATUI,OTW BATUI,OTW STONE,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Kalo jualki bensin eceran ! Simpan mki pale dikulkasta supaya a'batui wkwkwk-__- @WOWFakta: Kalau membeli bensin sebaiknya anda lakukan d,Kalo jualki bensin eceran ! Simpan mki pale dikulkasta supaya a'batui wkwkwk-__- @WOWFakta: Kalau membeli bensin sebaiknya anda lakukan d,"If you sell retail petrol! Save mki pale in the refrigerator so that you will get rocked hahaha-__- @WOWFact: If you buy petrol, you should do it","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Bage logat batui... heheeheh Wai' Wai' eh ada lgunya Pentaboyz - Sayang Bilg Sayang Req By Mob - Rajawali #SIChByRequestNgabuburit,Bage logat batui... heheeheh Wai' Wai' eh ada lgunya Pentaboyz - Sayang Bilg Sayang Req By Mob - Rajawali #SIChByRequestNgabuburit,Bage Batui accent... heheeheh Wai' Wai' eh there's a song Pentaboyz - Sayang Bilg Sayang Req By Mob - Rajawali #SIChByRequestNgabuburit,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Hallo sobat BaLuk terima kasih atas partisipasi yang diberikan dalam mendukung Balai Pemasyarakatan Kelas II Luwuk Jajaran Kementerian Hukum dan HAM Sulawesi Tengah guna memberikan pelayanan yang terbaik bagi masyarakat.,Hallo sobat BaLuk terima kasih atas partisipasi yang diberikan dalam mendukung Balai Pemasyarakatan Kelas II Luwuk Jajaran Kementerian Hukum dan HAM Sulawesi Tengah guna memberikan pelayanan yang terbaik bagi masyarakat.,"Hello BaLuk friends, thank you for your participation in supporting the Class II Luwuk Correctional Center within the Ministry of Law and Human Rights of Central Sulawesi to provide the best service for the community.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Wishlist: bisa ke Luwuk Banggai lagi tapi liburan bukan kerja :),Wishlist: bisa ke Luwuk Banggai lagi tapi liburan bukan kerja :),Wishlist: I can go to Luwuk Banggai again but it's a holiday instead of work :),"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4588}",0.4588,positif
Yeayyy besok pulang Luwuk ,Yeayyy besok pulang Luwuk,Yeayyy I'm going home from Luwuk tomorrow,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
udah kangen luwuk aja,udah kangen luwuk aja,I just miss Luwuk already,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Ternyata msh banyak air terjun sekitaran luwuk yg blm aku datangi P inpo partner gaaaas,Ternyata msh banyak air terjun sekitaran luwuk yg blm aku datangi P inpo partner gaaaas,It turns out there are still a lot of waterfalls around Luwuk that I haven't visited P inpo partner gaaaas,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Luwuk pe panas le s krg sama deng gtlo ,Luwuk pe panas le s krg sama deng gtlo,Luwuk Pe Panas Le S is now the same as GTLO,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Taun kemarin sibuk ngurusin proyek di palu taun ini ditinggal ngurusin di luwuk ,Taun kemarin sibuk ngurusin proyek di palu taun ini ditinggal ngurusin di luwuk,"Last year he was busy taking care of a project in Palu, this year he was left to take care of it in Luwuk","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Badan pegel boyok sakit buat jongkok kang pijetku lagi di luwuk mingdep mau balik darjo pula,Badan pegel boyok sakit buat jongkok kang pijetku lagi di luwuk mingdep mau balik darjo pula,"My body is aching, it hurts to squat, my massager is in Luwuk, Mingdep, I want to go back to Darjo too","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
udah brpa taun ga pernah natalan di luwuk :),udah brpa taun ga pernah natalan di luwuk :),It's been several years since Christmas in Luwuk :),"{'neg': 0.0, 'neu': 0.727, 'pos': 0.273, 'compound': 0.4588}",0.4588,positif
Ujan sore-sore kon playlist ambon manise dp vibes kayak sementara di oto perjalanan luwuk-palu.,Ujan sore-sore kon playlist ambon manise dp vibes kayak sementara di oto perjalanan luwuk-palu.,"Afternoon rainy day, Ambon Manise dp vibes playlist like while on the Luwuk-Palu road trip.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Baru tahu dari Kak Ama kalau tradisi di Luwuk sama seperti di Ternate ndak bisa masak dan makan yang pahit-pahit di hari Jumat.,Baru tahu dari Kak Ama kalau tradisi di Luwuk sama seperti di Ternate ndak bisa masak dan makan yang pahit-pahit di hari Jumat.,Just found out from Sis Ama that the tradition in Luwuk is the same as in Ternate of not being able to cook and eat bitter things on Fridays.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
! Saya senang mengumumkan bahwa KHIT Gorontalo dan KHIT Palu sedang bekerja sama dengan Dinas Peternakan dan Kesehatan Hewan Luwuk Kabupaten Banggai untuk memastikan pemenuhan persyaratan lalulintas hewan dan produk turunannya dari,! Saya senang mengumumkan bahwa KHIT Gorontalo dan KHIT Palu sedang bekerja sama dengan Dinas Peternakan dan Kesehatan Hewan Luwuk Kabupaten Banggai untuk memastikan pemenuhan persyaratan lalulintas hewan dan produk turunannya dari,"! I am pleased to announce that KHIT Gorontalo and KHIT Palu are working with the Luwuk Animal Husbandry and Animal Health Service, Banggai Regency to ensure compliance with the requirements for the movement of animals and their derivative products from","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Wah ternyata KHIT Gorontalo dan KHIT Palu sangat rajin ya berkoordinasi dengan Dinas Peternakan dan Kesehatan Hewan Luwuk. Pasti karena mereka suka banget sama lalulintas hewan dan produk turunannya. Keren deh!,Wah ternyata KHIT Gorontalo dan KHIT Palu sangat rajin ya berkoordinasi dengan Dinas Peternakan dan Kesehatan Hewan Luwuk. Pasti karena mereka suka banget sama lalulintas hewan dan produk turunannya. Keren deh!,"Wow, it turns out that KHIT Gorontalo and KHIT Palu are very diligent in coordinating with the Luwuk Livestock and Animal Health Service. It must be because they really like the traffic in animals and their derivative products. That's cool!","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Kasian ini org org luwuk mo cari muka sampe sampe mo bawa israel dn palestina plis kalo mo cari muka sma izrail saja,Kasian ini org org luwuk mo cari muka sampe sampe mo bawa israel dn palestina plis kalo mo cari muka sma izrail saja,"It's a pity that these luwuk people are looking for faces until they bring Israel and Palestine, if you want to look for faces, just go to the Israeli high school.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
didampingi Kasi Binapigiatja dan Kasubsi Kegiatan Kerja lakukan kunjungan ke Kodim 1308 Luwuk. Kalapas Luwuk bertemu dan berbincang langsung dengan Letnan Kolonel Infantri Hermanto selaku Komandan Kodim 1308 Luwuk. Kunjungan Kerja ini sebagai langkah,didampingi Kasi Binapigiatja dan Kasubsi Kegiatan Kerja lakukan kunjungan ke Kodim 1308 Luwuk. Kalapas Luwuk bertemu dan berbincang langsung dengan Letnan Kolonel Infantri Hermanto selaku Komandan Kodim 1308 Luwuk. Kunjungan Kerja ini sebagai langkah,"accompanied by the Head of Binapigiatja Section and the Head of Work Activities Sub-Section, made a visit to Kodim 1308 Luwuk. Head of Luwuk Police met and chatted directly with Infantry Lieutenant Colonel Hermanto as Commander of Kodim 1308 Luwuk. This Working Visit is a step","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
ada yang mau ke luwuk ?,ada yang mau ke luwuk ?,does anyone want to go to Luwuk?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Kaya masih pengen ke Luwuk Banggai ,Kaya masih pengen ke Luwuk Banggai,It's like I still want to go to Luwuk Banggai,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
DJKI Kemenkumham Canangkan 2024 sebagai Tahun Indikasi Geografis.,DJKI Kemenkumham Canangkan 2024 sebagai Tahun Indikasi Geografis.,DJKI Kemenkumham Proclaims 2024 as the Year of Geographical Indications.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
 DJKI Sukses Tingkatkan Permohonan Merek Kolektif ,DJKI Sukses Tingkatkan Permohonan Merek Kolektif,DJKI Successfully Increases Collective Brand Applications,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
 AALCO Miliki Pengaruh Besar Untuk Perjuangkan Suara Asia Afrika di Tingkat Global ,AALCO Miliki Pengaruh Besar Untuk Perjuangkan Suara Asia Afrika di Tingkat Global,AALCO has a big influence in fighting for Asian and African voices at the global level,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Ni di Luwuk garis pantainya kan emang pasir putih semua. Jadi di belakang rumah orang juga bisa mandi-mandi. Kalau kita di Makassar mah harus ke Bira dulu ,Ni di Luwuk garis pantainya kan emang pasir putih semua. Jadi di belakang rumah orang juga bisa mandi-mandi. Kalau kita di Makassar mah harus ke Bira dulu,"In Luwuk, the coastline is all white sand. So behind the house people can also take a shower. If we are in Makassar, we have to go to Bira first","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Luwuk Banggai vibesnya kaya Bau-bau banget. Kotanya banyak tanjakan turunan bukit. Dan tentu saja dekat laut. Sayangnya di sini gk ada ka,Luwuk Banggai vibesnya kaya Bau-bau banget. Kotanya banyak tanjakan turunan bukit. Dan tentu saja dekat laut. Sayangnya di sini gk ada ka,Luwuk Banggai has really smelly vibes. The city has many hills and hills. And of course near the sea. Unfortunately there aren't any here,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Surabaya-Luwuk Banggai seru sih,Surabaya-Luwuk Banggai seru sih,Surabaya-Luwuk Banggai is really exciting,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
 Indonesia Dorong Negara Asia Afrika Menjadi Mitra Dialog Global ,Indonesia Dorong Negara Asia Afrika Menjadi Mitra Dialog Global,Indonesia Encourages Asian and African Countries to Become Global Dialogue Partners,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Accept aja kali yah ke Luwuk Banggainya? ,Accept aja kali yah ke Luwuk Banggainya?,"Just accept it, okay? Go to Luwuk Banggainya?","{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.3818}",0.3818,positif
Rindu makanan luwuk ,Rindu makanan luwuk,Miss Luwuk food,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Bimbingan teknis dan praktek SPBE terkait Aplikasi Srikandi,Bimbingan teknis dan praktek SPBE terkait Aplikasi Srikandi,SPBE technical and practical guidance regarding the Heroine Application,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Pegang pegang boleh cium cium boleh fak ternyata itu lagu dri luwuk HAHAHA,Pegang pegang boleh cium cium boleh fak ternyata itu lagu dri luwuk HAHAHA,"Hold it, hold it, kiss it, kiss it, it turns out it's a song from Luwuk HAHAHA","{'neg': 0.0, 'neu': 0.735, 'pos': 0.265, 'compound': 0.6523}",0.6523,positif
Yang orang Luwuk Banggai silahkan komen,Yang orang Luwuk Banggai silahkan komen,"Luwuk Proud people, please comment","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Kata yang sering dipakai sebagai bahasa pergaulan di Luwuk Banggai : - Kau = Ngana/Nga - Pergi = Pigi/Pi - Tidak = Te - Bohong = Lekos - Saya = Sa - Mereka = Dorang - Dengan = Deng - Siapa = Sapa - Punya = Pe - Sial = Soe - Intip = Lidi Lanjut,Kata yang sering dipakai sebagai bahasa pergaulan di Luwuk Banggai : - Kau = Ngana/Nga - Pergi = Pigi/Pi - Tidak = Te - Bohong = Lekos - Saya = Sa - Mereka = Dorang - Dengan = Deng - Siapa = Sapa - Punya = Pe - Sial = Soe - Intip = Lidi Lanjut,Words that are often used as social language in Luwuk Banggai: - Kau = Ngana/Nga - Go = Pigi/Pi - No = Te - Lie = Lekos - Me = Sa - They = Dorang - With = Deng - Who = Greet - Have = Pe - Shit = Soe - Peek = Lidi Continue,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
di GOR Kilongan Luwuk Kab. Banggai. Di fase grup Tim Futsal Lapas Luwuk menang tipis 2 : 1 atas Bandara FC usai gol dari Lionel dan Ai Fadly. Lanjut ke babak 8 besar Tim futsal Lapas Luwuk Fc menang telak 5 : 1 atas Tim STPDN oleh 4 gol dari Kevin dan 1 gol dari Lionel sehingga,di GOR Kilongan Luwuk Kab. Banggai. Di fase grup Tim Futsal Lapas Luwuk menang tipis 2 : 1 atas Bandara FC usai gol dari Lionel dan Ai Fadly. Lanjut ke babak 8 besar Tim futsal Lapas Luwuk Fc menang telak 5 : 1 atas Tim STPDN oleh 4 gol dari Kevin dan 1 gol dari Lionel sehingga,"at GOR Kilongan Luwuk District. Banggai. In the group phase, the Luwuk Prison Futsal Team narrowly won 2:1 over Bandara FC after goals from Lionel and Ai Fadly. Continuing to the last 8 round, the Lapas Luwuk Fc futsal team won 5:1 over the STPDN team with 4 goals from Kevin and 1 goal from Lionel so that","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Inginku bangun gramedia di Luwuk ,Inginku bangun gramedia di Luwuk,I want to build Gramedia in Luwuk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
orang luwuk bilang SUAK ngana ,orang luwuk bilang SUAK ngana,Luwuk people say SUAK ngana,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
luwuk-ampana-pasokan-dolong-marisa-gorontalo isi puru lagi tida baik baik saja,luwuk-ampana-pasokan-dolong-marisa-gorontalo isi puru lagi tida baik baik saja,luwuk-ampana-supply-dolong-marisa-gorontalo the contents of the puru are not good anymore,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
luwuk toxicity,luwuk toxicity,luwuk toxicity,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
tiket pesawat Luwuk - Gorontalo te maso akal depe harga,tiket pesawat Luwuk - Gorontalo te maso akal depe harga,Luwuk - Gorontalo flight tickets are very affordable,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Jufus Hamka Vs Negara Tidak Taat Hukum @narasi @lambe @CNN Indonesia ayo viralkan #NegaraKokTidakTaatHukum,Jufus Hamka Vs Negara Tidak Taat Hukum @narasi @lambe @CNN Indonesia ayo viralkan #NegaraKokTidakTaatHukum,Jufus Hamka Vs The State Doesn't Obey the Law @narasi @lambe @CNN Indonesia let's go viral #TheCountryDoesn'tObeyTheLaw,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Di Luwuk itu yang ramainya di Luwuk? Banggai Kepulauan? Atau Banggai?,Di Luwuk itu yang ramainya di Luwuk? Banggai Kepulauan? Atau Banggai?,Is Luwuk the busiest place in Luwuk? Proud of the Islands? Or Banggai?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Pengin ikutan flexing tapi foto terjauh cuma di Luwuk Banggai.,Pengin ikutan flexing tapi foto terjauh cuma di Luwuk Banggai.,Want to take part in flexing but the furthest photo is only in Luwuk Banggai.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
